year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.6,15.5,22.7,10.2
1988,7.4,16.2,21.9,9.7
1989,7.9,16.2,21.8,9.1
1990,8.4,16.6,22.1,9.1
1991,6.3,15.1,23.5,8.7
1992,7.2,16.5,22.3,9.4
1993,6.8,16.9,21.1,9.4
1994,7.5,16.1,23.0,10.8
1995,6.9,16.1,21.6,10.2
1996,6.1,17.2,20.5,10.2
1997,9.0,16.8,22.4,10.3
1998,8.1,17.5,22.4,9.1
1999,7.2,17.0,22.5,9.7
2000,7.5,18.2,22.0,10.8
2001,8.1,17.2,22.0,10.5
2002,7.8,17.4,21.8,11.1
2003,6.6,18.9,24.2,9.8
2004,6.4,16.6,22.3,10.8
2005,6.1,17.9,22.2,9.3
2006,6.3,17.7,23.0,11.7
2007,8.6,18.6,21.7,9.6
2008,8.0,17.2,22.1,10.6
2009,6.6,18.2,23.4,10.0
2010,5.7,17.1,22.5,9.0
2011,7.1,18.8,23.1,10.9
2012,7.0,17.4,23.2,10.6
2013,6.1,16.5,23.0,10.9
2014,8.6,17.6,21.6,12.3
2015,7.9,18.2,23.7,10.9
2016,7.6,17.2,23.4,10.6
