year,A1,A2,A3
,label A1,label A2,label A3
1987,72,2339,480
1988,65,1932,446
1989,63,2228,410
1990,64,1949,427
1991,58,2157,444
1992,51,2121,323
1993,39,2216,288
1994,23,2225,284
1995,72,2284,443
1996,53,2310,380
1997,47,2017,341
1998,61,2267,403
1999,51,2313,367
2000,61,2264,484
2001,40,2003,274
2002,54,2185,330
2003,42,2129,298
2004,65,2119,430
2005,60,2478,397
2006,63,2250,412
2007,37,2352,262
2008,54,2409,343
2009,67,2201,414
2010,51,2024,402
2011,45,2123,313
2012,49,2051,335
2013,49,2212,362
2014,69,2203,410
2015,46,2391,281
2016,55,2249,364
2016
2017,71,1987,522
2018,71,2005,473
2019,77,1743,515
2020,84,1681,565
2021,68,1990,537
2022,93,2026,641
2023,76,2022,587
2024,87,2041,602
2025,76,1821,535
2026,74,1863,565
2027,84,1921,623
2028,70,2061,482
2029,66,1992,537
2030,80,2032,556
2031,101,2214,666
2032,89,1725,613
2033,92,1870,620
2034,86,2005,568
2035,91,1882,553
2036,87,1824,559
2037,76,1898,482
2038,83,1983,592
2039,91,1966,677
2040,84,2054,628
2041,96,1857,619
2042,95,1894,640
2043,63,1866,443
2044,74,2152,495
2045,83,1862,521
2046,96,2076,588
