year,annual-average-temperature
1987,13.3
1988,13.8
1989,13.8
1990,14.1
1991,13.5
1992,13.9
1993,13.6
1994,14.4
1995,13.7
1996,13.5
1997,14.7
1998,14.3
1999,14.1
2000,14.6
2001,14.5
2002,14.6
2003,15.0
2004,14.0
2005,14.0
2006,14.7
2007,14.7
2008,14.5
2009,14.6
2010,13.6
2011,15.0
2012,14.6
2013,14.2
2014,15.1
2015,15.2
2016,14.7

min,12
max,19
steps,8
decimals
