year,annual-estival-days
1987,97
1988,76
1989,84
1990,92
1991,105
1992,85
1993,78
1994,90
1995,75
1996,78
1997,100
1998,99
1999,94
2000,100
2001,90
2002,81
2003,121
2004,95
2005,93
2006,97
2007,114
2008,91
2009,115
2010,92
2011,126
2012,101
2013,95
2014,86
2015,103
2016,97
