year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,66,118,1
1988,52,109,1
1989,56,115,2
1990,56,112,2
1991,36,117,2
1992,34,107,3
1993,56,113,1
1994,42,122,1
1995,58,120,1
1996,50,120,1
1997,34,103,1
1998,52,113,1
1999,58,108,2
2000,56,127,3
2001,39,109,1
2002,48,119,0
2003,40,117,0
2004,38,108,2
2005,51,125,2
2006,38,121,1
2007,51,116,3
2008,48,123,2
2009,52,111,1
2010,34,114,0
2011,45,111,1
2012,53,107,1
2013,54,119,1
2014,45,118,0
2015,50,117,0
2016,49,113,1
2016
2017,43,112,1
2018,44,109,1
2019,23,108,1
2020,27,106,2
2021,32,109,3
2022,46,110,1
2023,37,115,1
2024,30,109,3
2025,32,107,2
2026,45,106,3
2027,36,115,1
2028,28,113,1
2029,30,114,1
2030,45,119,2
2031,58,118,1
2032,26,95,2
2033,38,112,1
2034,35,105,1
2035,31,109,1
2036,31,116,2
2037,38,110,1
2038,40,116,3
2039,37,110,2
2040,49,115,2
2041,40,114,1
2042,36,113,0
2043,32,115,1
2044,35,116,1
2045,37,105,3
2046,39,111,2
