year,annual-hydric-deficit
1987,-264
1988,-110
1989,-112
1990,-457
1991,-206
1992,49
1993,93
1994,73
1995,74
1996,56
1997,-640
1998,-299
1999,-134
2000,6
2001,-274
2002,532
2003,-706
2004,-336
2005,-191
2006,-801
2007,-731
2008,-578
2009,-217
2010,236
2011,-42
2012,-43
2013,8
2014,278
2015,-558
2016,-160
