year,annual-estival-days
1987,32
1988,19
1989,60
1990,54
1991,45
1992,35
1993,19
1994,41
1995,53
1996,35
1997,51
1998,21
1999,48
2000,28
2001,39
2002,26
2003,68
2004,43
2005,54
2006,57
2007,8
2008,17
2009,27
2010,46
2011,33
2012,28
2013,41
2014,31
2015,33
2016,37
