year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,15,0,-117,4,4,-298,72,5,80
1988,7,0,-67,5,1,-266,60,17,118
1989,12,2,-114,5,0,-191,50,4,146
1990,3,0,-107,6,1,-237,68,6,116
1991,8,2,-148,6,5,-364,79,17,91
1992,14,0,-124,4,1,-265,64,4,125
1993,6,4,-179,5,3,-369,64,3,88
1994,9,0,-90,3,2,-293,65,11,51
1995,11,0,-64,2,0,-184,63,6,119
1996,16,0,-197,6,0,-328,65,14,120
1997,8,0,-124,6,0,-363,70,9,87
1998,4,0,-86,7,0,-248,68,9,75
1999,6,5,-111,4,3,-317,71,8,129
2000,11,1,-128,5,0,-278,58,9,130
2001,2,2,-60,2,4,-205,69,10,62
2002,12,3,-153,5,1,-362,58,7,109
2003,6,0,-116,4,0,-226,63,6,48
2004,3,1,-136,3,0,-218,59,12,118
2005,8,0,-126,8,0,-300,61,2,111
2006,11,0,-47,2,1,-185,67,5,84
2007,6,0,-82,5,1,-268,67,5,47
2008,11,0,-65,5,4,-280,56,18,53
2009,14,0,-76,3,2,-239,60,9,53
2010,6,0,-52,7,0,-241,76,25,57
2011,4,0,-44,4,0,-213,78,12,98
2012,9,0,-120,5,1,-240,66,4,80
2013,15,0,-47,4,3,-241,71,21,92
2014,4,0,-98,6,0,-208,69,10,97
2015,9,0,-144,4,1,-295,69,8,63
2016,6,0,-116,6,1,-297,67,11,39
2016
2017,6,0,-139,4,0,-285,51,1,43
2018,16,0,-144,4,2,-350,48,3,72
2019,19,2,-117,5,0,-295,52,7,101
2020,11,0,-121,5,0,-285,47,2,72
2021,10,3,-214,3,2,-389,49,7,97
2022,11,0,-152,7,0,-297,58,4,132
2023,21,3,-240,6,4,-520,45,3,69
2024,8,0,-226,5,0,-450,55,12,63
2025,21,0,-55,7,0,-234,57,2,98
2026,18,0,-153,4,0,-392,47,5,107
2027,14,0,-199,5,0,-404,59,0,128
2028,13,0,-138,5,0,-322,48,12,63
2029,13,0,-213,4,0,-426,50,2,71
2030,16,0,-215,6,1,-464,44,1,115
2031,6,0,-155,6,0,-320,55,1,85
2032,15,0,-32,3,0,-211,60,3,37
2033,24,0,-149,7,1,-365,43,0,59
2034,26,0,-173,7,1,-335,51,0,80
2035,8,2,-117,4,0,-283,59,5,57
2036,17,0,-173,9,1,-418,45,1,29
2037,6,0,-112,5,0,-300,63,1,52
2038,7,0,-147,4,0,-331,62,0,61
2039,11,0,-151,6,0,-300,62,5,94
2040,17,0,-94,3,0,-293,53,18,94
2041,8,1,-90,2,0,-278,55,12,65
2042,11,0,-134,4,3,-378,43,2,61
2043,6,0,-114,6,1,-298,59,2,79
2044,10,0,-128,8,0,-342,62,5,48
2045,16,1,-110,5,0,-322,55,1,80
2046,9,0,-30,4,2,-216,60,6,59

min,,,,0
max,,,,14
steps,,,,8
decimal
