year,annual-hydric-deficit
1987,-53
1988,-77
1989,-301
1990,-175
1991,-37
1992,-205
1993,-42
1994,29
1995,-123
1996,-275
1997,-172
1998,82
1999,51
2000,103
2001,26
2002,-20
2003,-278
2004,-225
2005,-280
2006,-173
2007,-26
2008,6
2009,-43
2010,-251
2011,-285
2012,20
2013,-3
2014,104
2015,-201
2016,-137
