year,F1,F3,M4
,label F1,label F3,label M4
1987,28,104,1
1988,29,125,3
1989,40,127,2
1990,37,116,1
1991,32,120,2
1992,31,125,1
1993,38,128,1
1994,37,129,1
1995,44,124,0
1996,22,132,2
1997,36,116,2
1998,22,121,3
1999,34,119,1
2000,25,114,1
2001,42,118,1
2002,34,121,3
2003,33,126,2
2004,33,122,0
2005,25,121,4
2006,46,119,2
2007,41,128,3
2008,26,122,2
2009,46,123,1
2010,24,126,2
2011,41,109,2
2012,35,112,0
2013,40,129,0
2014,27,125,1
2015,34,127,0
2016,45,122,2
2016
2017,35,113,4
2018,31,116,3
2019,39,118,3
2020,36,118,3
2021,37,120,1
2022,34,125,2
2023,30,122,5
2024,33,118,2
2025,32,118,3
2026,32,120,3
2027,33,118,1
2028,24,118,3
2029,36,119,3
2030,23,113,4
2031,31,112,2
2032,23,124,2
2033,33,117,5
2034,31,110,4
2035,32,121,2
2036,30,125,5
2037,26,125,1
2038,22,116,3
2039,24,113,3
2040,23,113,3
2041,36,123,1
2042,24,107,5
2043,37,119,4
2044,21,109,6
2045,25,122,2
2046,23,113,0
