year,annual-precipitations
1987,694
1988,675
1989,531
1990,581
1991,590
1992,476
1993,684
1994,775
1995,710
1996,525
1997,630
1998,812
1999,825
2000,847
2001,804
2002,771
2003,612
2004,581
2005,535
2006,648
2007,699
2008,764
2009,728
2010,563
2011,520
2012,772
2013,753
2014,879
2015,589
2016,630
