year,annual-precipitations
1987,839
1988,776
1989,604
1990,690
1991,541
1992,366
1993,606
1994,617
1995,1243
1996,1867
1997,719
1998,667
1999,928
2000,584
2001,1007
2002,907
2003,745
2004,1240
2005,1359
2006,806
2007,942
2008,888
2009,1132
2010,1103
2011,580
2012,721
2013,976
2014,1155
2015,779
2016,1049
