year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,158,-62,-352,85
1988,206,-144,-352,-22
1989,-49,-167,-271,56
1990,19,-164,-388,122
1991,14,-165,-335,52
1992,-75,-166,-368,-20
1993,-76,-262,-342,303
1994,-57,-181,-371,6
1995,266,-33,-87,192
1996,266,107,26,578
1997,-15,-199,-321,329
1998,-113,-228,-326,39
1999,44,-65,-432,43
2000,-93,-400,-471,203
2001,163,-277,-276,66
2002,-39,-296,-100,72
2003,-23,-350,-428,141
2004,258,21,-456,214
2005,9,-262,-57,442
2006,122,-208,-252,-64
2007,180,-222,-302,4
2008,25,-145,-461,214
2009,163,-181,-392,306
2010,215,-143,-378,216
2011,-83,-369,-344,74
2012,-135,-245,-434,220
2013,224,-227,-425,169
2014,159,-115,-118,111
2015,37,-255,-394,99
2016,179,-112,-277,46
