year,F1,F3,M4
,label F1,label F3,label M4
1987,21,104,7
1988,35,124,7
1989,54,105,5
1990,56,117,10
1991,31,118,5
1992,34,124,8
1993,47,120,8
1994,31,112,7
1995,42,110,8
1996,47,113,7
1997,40,109,4
1998,50,119,9
1999,47,128,6
2000,24,120,6
2001,42,111,8
2002,49,119,7
2003,34,112,5
2004,28,117,6
2005,55,117,5
2006,36,114,7
2007,49,117,4
2008,48,126,9
2009,25,109,6
2010,29,117,6
2011,22,129,4
2012,47,107,9
2013,26,112,6
2014,54,116,5
2015,30,109,8
2016,42,116,7
2016
2017,17,108,6
2018,40,109,9
2019,21,112,5
2020,27,104,5
2021,37,117,9
2022,36,93,8
2023,37,103,9
2024,31,106,8
2025,48,113,8
2026,34,118,9
2027,25,124,7
2028,22,113,7
2029,34,110,9
2030,56,109,6
2031,39,103,4
2032,27,116,6
2033,27,111,9
2034,44,120,7
2035,26,108,9
2036,28,114,6
2037,41,107,5
2038,22,116,7
2039,26,111,7
2040,27,107,5
2041,38,110,6
2042,38,117,7
2043,20,101,8
2044,27,119,6
2045,37,108,6
2046,24,109,4

min,,70
max,,140
steps,,11
decimal
