year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.0,14.2,21.3,9.1
1988,6.4,15.5,21.7,7.9
1989,7.0,15.0,20.4,8.4
1990,7.4,15.8,20.6,9.4
1991,5.6,14.2,21.2,7.6
1992,4.9,15.4,21.3,9.5
1993,3.1,15.8,20.1,8.1
1994,7.7,16.3,23.6,11.4
1995,5.2,14.2,19.6,8.1
1996,3.4,15.7,19.0,8.8
1997,8.3,15.9,22.4,11.2
1998,8.1,17.5,23.3,10.2
1999,7.1,17.6,23.3,11.4
2000,6.7,19.0,23.0,13.3
2001,9.4,17.0,22.5,10.5
2002,8.6,18.1,22.1,12.2
2003,6.0,19.3,24.0,11.2
2004,6.4,16.2,22.7,11.9
2005,5.4,17.2,22.0,10.2
2006,5.9,17.2,22.6,11.7
2007,9.3,18.9,22.4,9.5
2008,8.1,17.7,22.8,11.7
2009,6.8,18.0,23.8,10.8
2010,7.1,17.2,22.9,11.1
2011,7.7,18.6,24.1,11.9
2012,6.9,17.8,24.7,12.4
2013,7.7,17.4,23.5,12.4
2014,10.2,17.1,21.7,12.9
2015,8.0,17.7,24.6,12.0
2016,8.5,17.4,23.0,10.7
