year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2130,14,-544,0
1988,1853,13,-563,1
1989,2145,14,-598,0
1990,2091,15,-648,0
1991,2183,14,-651,0
1992,2116,15,-729,0
1993,2129,16,-761,2
1994,2122,16,-673,0
1995,2026,12,-678,0
1996,2184,13,-694,0
1997,1941,15,-454,0
1998,2407,18,-774,0
1999,2114,17,-618,0
2000,2042,14,-676,0
2001,2339,17,-604,0
2002,2096,16,-546,0
2003,2220,18,-593,0
2004,2047,14,-558,0
2005,2154,14,-432,0
2006,2316,15,-632,0
2007,2119,14,-550,0
2008,2107,16,-707,0
2009,2148,13,-564,0
2010,1964,12,-505,3
2011,1990,13,-401,0
2012,2181,15,-698,0
2013,2125,13,-565,0
2014,2050,15,-564,0
2015,2042,11,-669,0
2016,1805,13,-518,0
2016
2017,2382,17,-648,0
2018,2172,14,-671,0
2019,2246,16,-552,0
2020,2404,16,-575,0
2021,2335,14,-842,0
2022,2387,16,-745,0
2023,2302,14,-815,0
2024,2377,14,-765,0
2025,2228,17,-584,0
2026,2210,15,-774,0
2027,2367,15,-642,0
2028,2216,15,-653,0
2029,2268,17,-812,0
2030,2503,16,-714,0
2031,2393,16,-690,0
2032,2337,15,-745,0
2033,2426,16,-716,0
2034,2297,15,-677,0
2035,2341,16,-748,0
2036,2286,17,-627,0
2037,2173,16,-524,0
2038,2410,16,-745,0
2039,2287,15,-652,0
2040,2540,17,-754,0
2041,2353,15,-530,0
2042,2539,17,-747,0
2043,2171,13,-699,0
2044,2321,18,-582,0
2045,2357,16,-616,0
2046,2439,17,-685,0

min,1400,8,,0
max,2900,20,,8
steps,11,8,,9
decimal


