year,annual-estival-days
1987,91
1988,84
1989,69
1990,84
1991,89
1992,79
1993,88
1994,108
1995,59
1996,71
1997,102
1998,93
1999,104
2000,109
2001,88
2002,89
2003,126
2004,96
2005,94
2006,91
2007,104
2008,99
2009,113
2010,87
2011,126
2012,109
2013,90
2014,77
2015,100
2016,92

min,0
max,135
steps,10
decimal
