year,annual-frozen-days
1987,74
1988,37
1989,50
1990,35
1991,63
1992,32
1993,39
1994,35
1995,41
1996,68
1997,51
1998,47
1999,30
2000,34
2001,50
2002,23
2003,56
2004,45
2005,61
2006,70
2007,48
2008,58
2009,62
2010,84
2011,43
2012,55
2013,58
2014,26
2015,48
2016,60
