year,annual-average-temperature
1987,9.4
1988,10.7
1989,11.2
1990,11.4
1991,10.0
1992,11.0
1993,10.4
1994,11.3
1995,11.2
1996,9.6
1997,11.0
1998,10.9
1999,11.5
2000,11.3
2001,11.0
2002,11.6
2003,11.5
2004,10.9
2005,10.8
2006,11.1
2007,11.1
2008,10.5
2009,10.7
2010,9.6
2011,11.6
2012,10.6
2013,10.1
2014,11.6
2015,11.3
2016,10.9

min,8
max,14
steps,7
decimal
