year,F1,F3,M4
,label F1,label F3,label M4
1987,30,142,1
1988,50,124,2
1989,64,127,4
1990,63,135,2
1991,54,136,1
1992,49,135,1
1993,63,137,3
1994,65,128,3
1995,62,138,0
1996,73,138,2
1997,42,125,3
1998,60,126,0
1999,36,137,1
2000,66,134,0
2001,70,127,3
2002,64,132,1
2003,59,125,4
2004,47,126,1
2005,30,119,2
2006,67,135,3
2007,62,125,1
2008,54,140,2
2009,44,114,0
2010,64,141,3
2011,48,120,2
2012,39,141,4
2013,54,129,1
2014,42,120,3
2015,49,127,2
2016,34,125,3
2016
2017,40,119,2
2018,35,129,3
2019,22,133,2
2020,34,118,5
2021,36,117,4
2022,40,121,4
2023,45,136,3
2024,58,130,4
2025,45,129,2
2026,31,121,3
2027,45,135,3
2028,48,130,3
2029,36,120,2
2030,45,121,3
2031,37,120,3
2032,52,132,0
2033,28,135,3
2034,35,130,3
2035,58,130,2
2036,46,119,4
2037,54,130,3
2038,55,137,4
2039,35,126,2
2040,55,121,4
2041,38,121,5
2042,44,124,3
2043,40,129,4
2044,58,137,2
2045,36,123,3
2046,44,129,4

min,,80,0
max,,170,8
steps,,10,9
decimal
