year,annual-estival-days
1987,24
1988,12
1989,56
1990,45
1991,37
1992,35
1993,20
1994,33
1995,49
1996,29
1997,40
1998,28
1999,38
2000,24
2001,36
2002,22
2003,51
2004,38
2005,41
2006,45
2007,11
2008,23
2009,41
2010,36
2011,31
2012,34
2013,37
2014,24
2015,43
2016,41
