year,A1,A2,A3
,label A1,label A2,label A3
1987,20,2581,131
1988,10,2530,104
1989,6,2763,57
1990,13,2833,119
1991,8,2877,99
1992,15,2888,99
1993,5,2794,81
1994,5,2627,54
1995,19,2714,107
1996,18,2849,133
1997,12,2535,112
1998,7,2306,53
1999,5,2717,54
2000,11,2866,124
2001,16,2682,99
2002,10,2692,85
2003,17,2595,126
2004,8,2401,86
2005,8,2361,64
2006,14,2815,101
2007,16,2772,95
2008,1,2852,17
2009,18,2494,130
2010,16,2820,100
2011,7,2562,63
2012,6,2719,68
2013,19,2492,127
2014,16,2473,118
2015,14,2597,132
2016,8,2674,57
2016
2017,10,2297,70
2018,17,2464,140
2019,26,2366,140
2020,15,2174,107
2021,10,2191,122
2022,22,2363,145
2023,16,2414,141
2024,5,2509,79
2025,10,2288,85
2026,21,2255,206
2027,16,2480,155
2028,29,2424,172
2029,27,2317,213
2030,19,2333,143
2031,12,2380,92
2032,16,2546,117
2033,12,2468,118
2034,15,2233,136
2035,26,2591,179
2036,11,2271,97
2037,18,2458,137
2038,12,2617,129
2039,9,2341,85
2040,11,2369,110
2041,14,2171,113
2042,25,2151,185
2043,16,2495,129
2044,6,2561,63
2045,12,2451,97
2046,25,2355,179
