year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,130,213,198,181
1988,309,121,162,168
1989,145,175,54,133
1990,175,132,100,152
1991,128,137,117,150
1992,77,189,130,197
1993,84,138,202,285
1994,168,195,212,140
1995,273,99,156,95
1996,101,92,100,176
1997,91,242,125,234
1998,103,195,145,222
1999,129,171,295,301
2000,136,213,188,423
2001,277,133,275,150
2002,196,102,128,258
2003,108,161,95,119
2004,142,111,168,102
2005,70,125,86,119
2006,137,185,177,166
2007,162,163,224,150
2008,155,168,136,160
2009,121,147,92,206
2010,171,77,175,126
2011,79,48,231,209
2012,75,197,87,260
2013,76,143,149,210
2014,144,134,237,156
2015,115,79,151,144
2016,218,333,62,128
