year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.4,12.0,16.9,7.2
1988,5.8,12.6,16.2,8.0
1989,6.2,13.0,18.0,7.6
1990,7.5,12.7,17.7,7.8
1991,4.5,11.2,18.0,6.3
1992,5.2,13.7,17.9,7.1
1993,5.2,14.0,15.6,6.3
1994,6.0,12.5,17.6,8.9
1995,6.2,12.2,18.4,7.8
1996,3.4,12.2,16.2,6.4
1997,5.2,12.6,18.0,8.1
1998,6.1,13.4,16.9,7.0
1999,6.2,13.7,18.7,7.4
2000,6.0,13.5,17.0,8.5
2001,5.7,12.9,17.3,8.1
2002,7.0,13.3,17.1,8.8
2003,5.1,14.4,18.9,7.3
2004,5.6,13.0,17.7,7.3
2005,4.6,13.1,17.3,7.9
2006,3.4,12.8,18.7,9.2
2007,6.9,14.5,15.9,6.8
2008,5.9,12.9,16.3,6.9
2009,3.4,13.3,17.8,8.3
2010,3.5,12.4,17.2,5.4
2011,5.9,14.3,16.8,9.1
2012,4.9,12.2,16.8,8.1
2013,2.7,11.7,17.6,8.4
2014,7.0,13.0,17.2,9.1
2015,4.6,13.0,17.2,10.0
2016,5.5,12.7,18.4,7.0
