year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.1,13.0,18.6,8.1
1988,6.5,13.9,17.4,8.4
1989,6.5,13.9,18.9,8.6
1990,7.8,14.0,19.2,8.2
1991,5.0,12.0,19.8,6.9
1992,5.3,14.1,18.6,8.0
1993,5.7,14.3,17.1,6.9
1994,7.4,13.9,19.3,10.4
1995,7.0,13.6,19.3,9.2
1996,5.5,14.0,17.5,7.5
1997,6.1,14.0,20.0,9.3
1998,6.5,14.4,18.8,7.5
1999,6.4,14.8,20.0,8.3
2000,6.3,15.1,18.9,10.1
2001,7.3,14.1,18.5,7.8
2002,7.7,14.5,18.0,10.1
2003,5.8,16.3,21.2,8.1
2004,5.9,14.3,19.2,8.1
2005,5.4,15.5,19.2,8.2
2006,4.7,15.1,20.5,10.0
2007,7.7,16.3,17.6,7.6
2008,7.1,14.7,18.1,7.7
2009,4.8,15.3,19.5,9.0
2010,4.0,13.8,18.3,6.7
2011,6.2,15.5,18.6,10.4
2012,4.9,14.0,18.5,9.2
2013,4.2,12.7,19.5,9.1
2014,8.0,14.5,18.4,10.3
2015,5.5,15.0,19.1,10.1
2016,6.4,13.2,19.8,7.7
