year,annual-hydric-deficit
1987,42
1988,-10
1989,-432
1990,-365
1991,-202
1992,-14
1993,-129
1994,-1
1995,-133
1996,-214
1997,-115
1998,-158
1999,34
2000,-6
2001,-104
2002,-121
2003,-290
2004,-61
2005,-346
2006,-62
2007,-131
2008,-111
2009,-222
2010,-67
2011,-247
2012,-198
2013,-39
2014,12
2015,-358
2016,-39
