year,annual-precipitations
1987,782
1988,734
1989,497
1990,543
1991,598
1992,798
1993,660
1994,827
1995,733
1996,656
1997,766
1998,712
1999,872
2000,849
2001,748
2002,732
2003,682
2004,805
2005,555
2006,814
2007,688
2008,710
2009,646
2010,710
2011,630
2012,665
2013,768
2014,857
2015,543
2016,757
