year,annual-frozen-days
1987,62
1988,34
1989,45
1990,34
1991,56
1992,44
1993,50
1994,21
1995,44
1996,48
1997,45
1998,47
1999,32
2000,28
2001,46
2002,24
2003,50
2004,46
2005,63
2006,58
2007,36
2008,41
2009,50
2010,70
2011,37
2012,45
2013,55
2014,16
2015,43
2016,50
