year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1486,11,-347,2
1988,1785,11,-445,1
1989,1747,11,-351,2
1990,1573,10,-380,1
1991,1716,11,-450,0
1992,1521,11,-191,0
1993,1681,11,-519,1
1994,1527,11,-412,3
1995,1495,10,-292,3
1996,1535,11,-369,1
1997,1748,14,-484,1
1998,1396,12,-109,1
1999,1494,10,-466,4
2000,1590,11,-496,9
2001,1858,13,-253,0
2002,1558,11,-328,3
2003,1549,11,-204,3
2004,1481,11,-361,3
2005,1674,10,-439,4
2006,1632,10,-383,0
2007,1715,11,-385,0
2008,1371,9,-323,2
2009,1481,11,-349,0
2010,1508,10,-298,2
2011,1619,12,-414,0
2012,1457,10,-393,4
2013,1712,11,-223,2
2014,1550,10,-304,0
2015,1751,14,-413,0
2016,1402,10,-349,2
2016
2017,1669,12,-364,1
2018,1920,13,-378,0
2019,1728,11,-383,0
2020,1817,14,-446,1
2021,2056,14,-593,4
2022,1884,13,-435,1
2023,1644,11,-517,3
2024,1838,12,-571,0
2025,1866,13,-425,0
2026,1868,12,-509,1
2027,1931,14,-430,0
2028,2138,13,-494,0
2029,1780,11,-565,1
2030,1665,10,-444,1
2031,1781,11,-263,0
2032,2002,11,-588,1
2033,1838,12,-462,0
2034,1705,11,-485,4
2035,1811,12,-297,2
2036,1915,13,-551,0
2037,2040,11,-458,0
2038,2408,15,-502,0
2039,2001,12,-483,0
2040,2240,15,-595,0
2041,1946,12,-322,0
2042,1829,14,-321,0
2043,2021,13,-591,3
2044,2108,13,-453,0
2045,2082,13,-478,0
2046,1729,10,-477,1

min,1000,7
max,2500,17
steps,7,11
decimal
