year,F1,F3,M4
,label F1,label F3,label M4
1987,27,122,2
1988,39,114,5
1989,50,118,3
1990,45,121,5
1991,33,124,2
1992,72,125,1
1993,43,118,5
1994,64,131,3
1995,65,129,3
1996,57,130,2
1997,38,122,2
1998,46,123,2
1999,54,123,4
2000,48,129,3
2001,43,117,3
2002,30,123,4
2003,46,120,0
2004,28,120,1
2005,44,120,2
2006,41,113,1
2007,43,110,6
2008,54,129,3
2009,59,124,1
2010,41,130,2
2011,52,121,3
2012,56,119,2
2013,47,125,3
2014,51,112,1
2015,56,117,5
2016,45,127,3
2016
2017,43,112,4
2018,32,105,2
2019,31,120,2
2020,32,122,5
2021,48,121,4
2022,45,120,3
2023,46,121,3
2024,29,124,5
2025,39,122,3
2026,26,122,2
2027,37,129,2
2028,34,101,4
2029,40,123,7
2030,41,126,5
2031,39,129,3
2032,29,112,4
2033,33,118,6
2034,34,123,6
2035,37,119,2
2036,39,119,4
2037,35,116,5
2038,35,114,5
2039,52,125,5
2040,44,115,3
2041,26,118,1
2042,28,111,0
2043,51,136,3
2044,45,115,4
2045,39,105,3
2046,34,117,5
