year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-5.8,9.2,13.2,2.9
1988,-0.5,10.6,14.9,1.3
1989,3.1,10.2,14.7,2.9
1990,3.6,11.2,14.2,3.2
1991,0.0,8.6,15.4,3.6
1992,2.6,11.2,14.8,3.6
1993,0.3,10.3,12.5,1.0
1994,0.4,9.0,16.1,5.2
1995,0.3,9.1,15.2,1.6
1996,-3.8,9.4,14.1,2.4
1997,-0.5,9.2,16.7,2.2
1998,0.9,9.1,13.6,1.1
1999,-0.9,10.4,15.9,3.2
2000,0.9,11.0,13.6,6.0
2001,-2.0,9.8,15.2,3.0
2002,1.6,11.1,16.1,0.0
2003,-2.0,10.1,15.5,2.9
2004,-1.7,10.2,14.7,3.0
2005,-1.3,9.9,15.4,3.8
2006,-4.4,10.6,17.3,6.2
2007,0.7,11.2,14.5,3.4
2008,1.9,10.6,14.2,3.4
2009,-1.3,10.3,15.3,2.2
2010,-5.2,9.9,15.6,-1.1
2011,-2.1,12.0,15.7,5.1
2012,-0.1,9.5,14.6,1.8
2013,-3.4,10.8,14.7,5.0
2014,1.5,10.7,15.8,4.6
2015,1.6,9.6,15.0,5.2
2016,-0.8,11.2,15.9,3.5
