year,annual-hydric-deficit
1987,-287
1988,-240
1989,-445
1990,-225
1991,-335
1992,-37
1993,-77
1994,-43
1995,-29
1996,7
1997,-5
1998,81
1999,-134
2000,168
2001,-27
2002,-41
2003,-33
2004,-9
2005,-82
2006,107
2007,81
2008,4
2009,-103
2010,138
2011,-81
2012,-22
2013,-102
2014,77
2015,185
2016,-143
