year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,3,0,-149,6,0,-220,29,47,29
1988,4,0,-69,5,0,-111,35,41,46
1989,23,0,-141,7,0,-263,38,43,23
1990,13,2,-147,5,0,-127,38,44,61
1991,13,0,-197,5,0,-322,36,33,12
1992,1,0,-108,4,0,-166,36,40,61
1993,16,2,-151,3,0,-277,37,43,40
1994,5,0,-132,5,0,-220,41,38,54
1995,5,0,-107,6,0,-257,46,34,29
1996,3,0,-153,3,0,-206,51,45,68
1997,3,0,-163,6,0,-315,32,46,24
1998,13,0,-140,2,0,-228,31,46,72
1999,6,0,-227,5,0,-285,49,35,68
2000,4,1,-112,4,0,-192,39,50,76
2001,8,0,-73,5,0,-153,37,39,51
2002,4,0,-164,4,0,-264,45,39,47
2003,10,0,48,5,0,-94,59,53,25
2004,6,1,-118,7,0,-205,50,52,44
2005,5,4,-85,4,0,-153,49,47,33
2006,9,0,-158,6,0,-215,45,20,64
2007,9,0,-130,2,0,-186,31,42,49
2008,3,1,-127,3,0,-232,46,36,38
2009,6,1,-65,6,0,-162,41,40,31
2010,10,0,-128,5,1,-154,46,44,63
2011,14,0,-82,6,0,-196,37,46,33
2012,6,0,-110,2,0,-150,38,45,55
2013,8,1,-110,4,0,-100,45,45,63
2014,0,0,-127,4,0,-156,53,47,73
2015,8,0,-100,4,0,-190,43,33,29
2016,10,2,-139,1,0,-147,40,46,69
2016
2017,18,0,-142,1,0,-244,31,35,64
2018,12,3,-129,2,0,-194,32,38,78
2019,13,0,-140,1,0,-145,24,26,115
2020,15,0,-130,6,0,-206,40,24,36
2021,8,0,-241,3,1,-283,27,31,76
2022,13,0,-175,2,0,-258,31,43,64
2023,11,0,-190,2,0,-275,38,31,84
2024,17,1,-248,8,0,-368,25,47,18
2025,13,0,-108,4,1,-151,31,28,30
2026,28,0,-234,5,1,-337,22,53,49
2027,19,0,-277,4,0,-337,24,39,55
2028,10,0,-116,6,2,-164,40,34,92
2029,6,1,-196,3,0,-298,31,17,76
2030,1,0,-196,6,0,-287,36,29,27
2031,15,1,-176,3,0,-222,36,26,55
2032,6,0,-187,4,0,-277,38,33,32
2033,4,1,-110,5,0,-166,41,30,45
2034,7,0,-128,3,0,-196,34,29,55
2035,13,1,-183,3,0,-301,24,29,38
2036,17,0,-138,3,0,-176,35,28,74
2037,6,0,-115,5,0,-134,46,19,46
2038,5,0,-104,3,1,-205,41,43,67
2039,13,0,-163,7,0,-272,34,38,18
2040,11,0,-203,4,0,-226,34,41,45
2041,4,0,-114,5,0,-166,53,29,38
2042,9,0,-159,6,0,-252,33,26,4
2043,4,0,-100,3,0,-132,35,31,105
2044,9,0,-123,2,0,-121,30,41,77
2045,16,0,-155,6,1,-292,38,28,36
2046,5,0,-145,2,0,-159,39,30,67
