year,annual-average-temperature
1987,4.9
1988,6.6
1989,7.7
1990,8.1
1991,7.0
1992,8.0
1993,6.1
1994,7.7
1995,6.6
1996,5.6
1997,6.9
1998,6.2
1999,7.2
2000,7.9
2001,6.5
2002,7.2
2003,6.7
2004,6.6
2005,7.0
2006,7.5
2007,7.5
2008,7.6
2009,6.7
2010,4.8
2011,7.7
2012,6.5
2013,6.8
2014,8.2
2015,7.9
2016,7.5
