year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,473,498,-127,-238,58,7.2,2896,4,14.6,116
1988,497,498,-97,-155,11,6.5,2675,8,14.5,144
1989,405,495,-185,-274,49,6.7,2917,23,15.9,140
1990,493,490,-95,-183,65,6.7,2781,16,15.4,132
1991,345,581,-393,-420,18,6.6,2760,22,14.7,123
1992,486,469,-80,-190,53,6.7,2789,2,14.7,124
1993,487,625,-328,-331,-5,6.4,2778,17,14.9,134
1994,463,582,-291,-300,-5,6.9,2831,7,15.3,120
1995,395,475,-181,-289,60,7.0,2791,7,15.1,120
1996,606,585,-170,-209,6,6.5,2746,7,14.5,120
1997,393,593,-359,-358,12,6.0,2694,3,14.3,140
1998,378,498,-213,-238,24,6.7,2851,17,15.3,140
1999,486,672,-374,-376,-27,6.5,2833,10,14.8,126
2000,495,561,-227,-248,9,6.2,2705,4,14.5,137
2001,417,470,-143,-199,20,6.7,2818,10,13.9,124
2002,358,475,-208,-272,27,5.9,2714,4,14.8,143
2003,571,473,2,-104,50,6.5,2578,14,15.0,135
2004,488,496,-106,-230,60,5.6,2604,7,15.9,153
2005,485,458,-73,-154,51,5.7,2524,5,14.6,148
2006,467,479,-119,-260,78,7.1,2854,9,14.2,99
2007,487,489,-104,-172,43,7.0,2792,9,14.1,130
2008,389,479,-186,-241,14,6.7,2866,6,15.5,129
2009,484,478,-90,-192,65,6.4,2681,17,14.9,137
2010,457,490,-130,-180,26,6.9,2867,10,14.7,118
2011,465,487,-109,-237,101,6.3,2668,14,14.4,134
2012,523,475,-46,-151,94,5.9,2580,6,14.2,144
2013,572,471,8,-132,101,6.2,2669,10,14.5,130
2014,428,457,-128,-169,30,5.9,2558,0,13.4,128
2015,509,479,-62,-183,56,6.4,2696,8,13.7,122
2016,434,487,-142,-199,45,6.6,2768,10,15.7,143
2016
2017,487,528,-148,-231,48,7.7,3219,31,16.7,116
2018,488,486,-107,-205,58,7.9,3059,12,15.6,115
2019,572,513,-39,-147,94,8.1,3150,18,15.4,109
2020,451,501,-158,-201,37,7.6,3046,22,15.3,113
2021,530,622,-264,-325,60,8.1,3250,12,14.8,97
2022,495,495,-113,-248,110,7.9,3026,15,15.7,104
2023,536,603,-236,-335,91,7.2,2958,16,15.8,128
2024,349,602,-410,-436,-5,7.8,3025,17,15.7,122
2025,621,486,42,-180,170,7.3,3004,15,15.1,114
2026,515,660,-298,-392,90,7.0,2933,31,14.9,137
2027,386,623,-406,-414,2,7.3,2998,23,15.4,119
2028,418,492,-178,-209,29,7.8,3036,15,16.4,115
2029,493,651,-367,-378,28,8.1,3127,11,15.5,100
2030,426,578,-309,-338,19,6.8,2844,2,14.6,117
2031,472,503,-134,-257,66,8.0,3171,22,16.5,104
2032,362,499,-236,-328,48,7.5,3055,6,15.2,104
2033,441,459,-129,-212,76,7.3,2874,4,14.5,111
2034,495,506,-119,-211,69,7.3,2942,8,15.2,111
2035,364,527,-266,-339,35,7.9,3222,20,16.2,113
2036,566,501,-42,-195,109,8.1,3189,17,16.1,100
2037,539,464,-42,-122,57,7.8,3052,19,15.9,95
2038,492,490,-102,-225,98,7.4,2986,17,16.6,125
2039,384,512,-237,-302,44,7.6,3131,16,15.6,112
2040,448,489,-149,-287,99,7.2,2965,11,14.4,113
2041,490,474,-93,-216,89,7.1,2895,14,14.8,118
2042,417,493,-175,-277,91,7.5,2948,9,14.9,119
2043,572,494,-32,-153,136,7.4,3063,10,15.0,108
2044,612,495,-1,-139,150,8.4,3171,9,14.9,91
2045,375,516,-256,-326,68,8.2,3204,25,16.4,107
2046,571,490,-33,-161,73,7.3,2932,6,15.3,125
