year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1114,9,-238,0
1988,1114,6,-155,1
1989,1208,11,-274,1
1990,1097,9,-183,2
1991,1104,7,-420,0
1992,1064,9,-190,0
1993,1071,8,-331,1
1994,1064,10,-300,2
1995,1041,8,-289,4
1996,969,8,-209,0
1997,1053,9,-358,2
1998,1192,9,-238,1
1999,1017,8,-376,0
2000,981,9,-248,1
2001,942,7,-199,5
2002,1031,8,-272,1
2003,891,8,-104,0
2004,1008,11,-230,9
2005,896,9,-154,4
2006,909,8,-260,1
2007,1044,7,-172,4
2008,1079,10,-241,0
2009,1066,7,-192,0
2010,1049,8,-180,0
2011,1048,8,-237,1
2012,989,7,-151,0
2013,967,8,-132,1
2014,791,7,-169,0
2015,923,7,-183,0
2016,1120,10,-199,1
2016
2017,1355,9,-231,0
2018,1158,10,-205,2
2019,1293,8,-147,0
2020,1109,8,-201,1
2021,1192,8,-325,0
2022,1224,10,-248,0
2023,1224,10,-335,1
2024,1289,10,-436,0
2025,1182,9,-180,1
2026,1275,9,-392,0
2027,1216,9,-414,2
2028,1184,11,-209,0
2029,1215,9,-378,1
2030,1047,9,-338,0
2031,1284,10,-258,0
2032,1096,8,-328,0
2033,977,10,-212,2
2034,1150,9,-211,0
2035,1333,11,-339,0
2036,1237,9,-195,0
2037,1080,8,-122,0
2038,1239,11,-225,0
2039,1254,9,-302,0
2040,1077,8,-287,0
2041,955,7,-216,1
2042,1095,9,-277,1
2043,1114,7,-153,0
2044,1160,8,-139,0
2045,1328,9,-326,0
2046,1067,9,-161,0
