year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,171,132,228,334
1988,290,107,226,211
1989,215,137,122,279
1990,237,93,138,310
1991,181,140,92,209
1992,180,182,223,240
1993,132,266,171,262
1994,276,156,219,266
1995,282,80,118,232
1996,165,127,136,244
1997,98,197,161,249
1998,217,217,126,340
1999,229,189,250,222
2000,214,141,281,554
2001,187,157,219,174
2002,197,171,163,416
2003,131,208,172,247
2004,183,114,217,286
2005,128,157,136,355
2006,194,194,175,393
2007,171,135,243,220
2008,229,189,274,316
2009,113,140,253,377
2010,172,83,261,229
2011,169,155,206,238
2012,116,220,282,393
2013,219,103,186,337
2014,317,177,169,287
2015,170,176,181,447
2016,250,204,220,186
