year,F1,F3,M4
,label F1,label F3,label M4
1987,43,138,1
1988,45,144,3
1989,33,128,1
1990,44,149,0
1991,44,148,1
1992,37,139,1
1993,53,149,0
1994,58,131,0
1995,52,141,2
1996,55,136,0
1997,51,141,0
1998,45,146,4
1999,64,148,2
2000,44,134,2
2001,41,137,0
2002,57,146,0
2003,30,145,1
2004,56,144,0
2005,70,140,0
2006,44,139,0
2007,59,138,2
2008,44,136,1
2009,54,147,2
2010,56,137,3
2011,74,142,1
2012,61,142,1
2013,44,144,0
2014,58,138,1
2015,52,129,1
2016,48,138,3
2016
2017,37,129,1
2018,29,122,1
2019,33,145,1
2020,36,132,0
2021,51,147,3
2022,40,132,0
2023,28,125,1
2024,25,137,1
2025,29,134,2
2026,38,133,1
2027,31,130,2
2028,31,129,1
2029,40,126,1
2030,27,145,1
2031,34,139,2
2032,40,140,2
2033,33,134,4
2034,35,129,1
2035,33,135,1
2036,31,140,0
2037,21,138,1
2038,51,124,1
2039,22,130,1
2040,33,129,2
2041,22,129,2
2042,39,134,3
2043,34,139,0
2044,38,137,0
2045,38,133,5
2046,38,135,0
