year,annual-hydric-deficit
1987,283
1988,173
1989,55
1990,78
1991,10
1992,155
1993,197
1994,264
1995,-54
1996,-5
1997,24
1998,236
1999,205
2000,516
2001,89
2002,300
2003,77
2004,127
2005,107
2006,266
2007,109
2008,356
2009,254
2010,96
2011,136
2012,434
2013,172
2014,271
2015,330
2016,241
