year,annual-frozen-days
1987,45
1988,7
1989,10
1990,7
1991,28
1992,16
1993,9
1994,10
1995,12
1996,35
1997,20
1998,8
1999,8
2000,9
2001,22
2002,10
2003,21
2004,14
2005,11
2006,10
2007,12
2008,19
2009,21
2010,43
2011,19
2012,21
2013,39
2014,2
2015,15
2016,16
