year,annual-estival-days
1987,0
1988,1
1989,8
1990,9
1991,7
1992,1
1993,0
1994,2
1995,17
1996,0
1997,3
1998,0
1999,2
2000,2
2001,2
2002,0
2003,6
2004,3
2005,3
2006,9
2007,0
2008,2
2009,4
2010,0
2011,0
2012,2
2013,6
2014,4
2015,2
2016,2
