year,annual-estival-days
1987,33
1988,38
1989,56
1990,41
1991,51
1992,67
1993,48
1994,55
1995,52
1996,36
1997,62
1998,42
1999,56
2000,49
2001,47
2002,40
2003,95
2004,56
2005,55
2006,65
2007,54
2008,53
2009,52
2010,44
2011,66
2012,62
2013,57
2014,47
2015,61
2016,61

min,16
max,130
steps,9
decimal
