year,annual-hydric-deficit
1987,44
1988,45
1989,-189
1990,-85
1991,-162
1992,-136
1993,-225
1994,64
1995,178
1996,-250
1997,22
1998,-151
1999,-126
2000,-168
2001,-155
2002,56
2003,-482
2004,95
2005,197
2006,63
2007,-6
2008,66
2009,138
2010,162
2011,-180
2012,2
2013,84
2014,-14
2015,-191
2016,182
