year,A1,A2,A3
,label A1,label A2,label A3
1987,9,3180,88
1988,6,2981,64
1989,5,3200,94
1990,9,3068,99
1991,12,3123,114
1992,35,2925,213
1993,1,3016,33
1994,26,2772,201
1995,29,2998,202
1996,16,2961,117
1997,22,2842,179
1998,17,2807,119
1999,18,3294,173
2000,7,2858,82
2001,24,2964,148
2002,13,2903,129
2003,15,2992,128
2004,21,2983,157
2005,9,3265,107
2006,14,3241,134
2007,14,2979,99
2008,11,3132,87
2009,19,3075,117
2010,10,3272,135
2011,24,2610,196
2012,14,2875,115
2013,13,2971,109
2014,25,3306,180
2015,29,3194,186
2016,14,3033,129
2016
2017,48,2703,292
2018,17,2827,134
2019,17,2515,109
2020,27,2530,180
2021,18,2515,163
2022,32,2819,194
2023,19,2532,170
2024,30,2758,217
2025,33,2698,221
2026,29,2690,246
2027,23,2789,196
2028,26,2607,158
2029,18,2591,146
2030,21,2565,204
2031,48,2765,285
2032,23,2816,167
2033,54,2929,339
2034,37,2673,250
2035,28,2844,195
2036,23,2795,131
2037,26,2795,150
2038,33,2522,205
2039,44,2763,311
2040,43,2660,296
2041,45,2718,285
2042,18,2714,139
2043,30,2613,198
2044,28,2637,178
2045,26,2800,204
2046,50,2603,348

min,,2000
max,,4000
steps,,9
decimal
