year,annual-frozen-days
1987,93
1988,65
1989,72
1990,46
1991,74
1992,65
1993,73
1994,69
1995,72
1996,102
1997,71
1998,71
1999,56
2000,40
2001,64
2002,48
2003,81
2004,106
2005,70
2006,74
2007,42
2008,46
2009,61
2010,84
2011,55
2012,50
2013,73
2014,20
2015,46
2016,49
