year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,837,612,47,-204,123,9.1,3408,33,17.8,88
1988,908,582,149,11,47,9.2,3457,23,16.1,70
1989,687,613,-103,-280,34,9.1,3535,33,17.9,92
1990,922,664,82,-232,131,9.3,3630,46,17.2,100
1991,853,718,-88,-310,108,9.1,3465,35,16.6,107
1992,944,658,93,-165,144,10.3,3947,63,19.1,72
1993,936,682,-28,-179,98,9.0,3476,14,15.1,87
1994,974,724,8,-208,76,10.5,3984,55,18.3,75
1995,906,635,88,-154,107,10.2,3931,63,19.1,77
1996,911,687,-52,-298,107,9.5,3604,27,17.2,84
1997,877,682,-43,-267,85,10.0,3819,52,17.4,61
1998,943,581,177,-109,152,9.6,3627,33,16.3,60
1999,890,764,-122,-315,161,8.8,3482,50,17.6,103
2000,957,711,14,-197,110,9.6,3567,26,16.1,68
2001,701,607,-92,-234,37,9.5,3543,46,16.9,90
2002,867,626,59,-187,138,9.8,3703,43,16.7,81
2003,904,657,55,-138,50,9.8,3746,39,18.0,85
2004,1019,647,173,-128,144,9.9,3790,48,18.4,87
2005,853,643,43,-232,144,8.7,3339,43,16.9,111
2006,1060,642,245,-76,210,9.1,3560,49,18.4,100
2007,817,601,17,-267,156,9.2,3477,31,15.6,93
2008,907,621,116,-231,230,8.7,3341,30,16.5,88
2009,979,598,188,-64,59,9.3,3577,34,17.5,106
2010,854,635,44,-134,51,8.9,3618,50,17.1,103
2011,836,643,-11,-244,65,10.9,3995,55,18.6,48
2012,948,612,149,-136,160,9.8,3814,36,16.7,76
2013,952,609,150,-120,144,9.4,3564,39,16.4,94
2014,823,651,-5,-251,131,8.9,3542,50,18.5,104
2015,815,626,12,-281,64,8.7,3329,42,16.4,118
2016,894,590,121,-123,126,9.4,3562,36,17.2,89
2016
2017,979,664,114,-298,246,11.2,4126,72,20.2,66
2018,936,621,135,-137,139,10.0,3742,43,17.3,71
2019,889,605,93,-270,176,10.7,3935,33,17.1,45
2020,797,659,-64,-292,145,11.2,4161,57,18.9,59
2021,911,752,-94,-350,96,11.0,4046,50,17.8,48
2022,937,623,123,-233,232,10.3,3806,57,18.4,79
2023,828,780,-234,-291,24,11.1,4114,57,18.2,69
2024,911,766,-107,-296,129,10.7,4020,61,17.8,67
2025,1000,611,204,-134,208,10.8,3995,56,19.6,62
2026,832,725,-149,-353,204,10.3,3795,54,19.5,58
2027,905,707,-40,-167,43,10.5,3859,53,18.0,73
2028,721,636,-109,-263,108,10.8,3995,50,18.2,64
2029,904,730,-100,-190,6,10.8,3977,47,18.0,60
2030,848,717,-127,-298,47,11.1,4105,39,17.7,50
2031,892,626,65,-141,83,10.9,4087,65,19.4,71
2032,731,615,-72,-244,52,10.1,3778,36,17.4,80
2033,978,670,115,-186,198,10.5,3966,78,19.4,90
2034,696,670,-174,-316,99,10.9,3991,64,18.7,66
2035,943,626,135,-108,142,10.1,3733,51,17.6,76
2036,918,615,108,-152,135,9.8,3681,35,16.8,73
2037,918,635,107,-281,228,10.1,3732,47,18.2,65
2038,986,680,109,-145,166,11.2,4133,60,17.9,54
2039,775,666,-85,-170,7,11.1,4079,72,19.1,73
2040,721,655,-140,-364,77,10.9,4004,61,19.0,60
2041,1007,635,173,-105,157,11.0,4117,63,20.0,68
2042,750,645,-93,-242,72,10.3,3824,41,16.7,80
2043,778,624,-46,-225,142,10.8,3980,54,18.6,64
2044,885,622,61,-179,186,10.8,4032,46,18.8,60
2045,910,632,92,-165,133,10.3,3819,64,19.4,75
2046,857,691,-44,-321,205,11.5,4253,76,19.8,58
