year,annual-average-temperature
1987,13.2
1988,12.4
1989,13.9
1990,14.1
1991,13.6
1992,13.0
1993,12.5
1994,13.9
1995,14.2
1996,12.8
1997,14.1
1998,13.4
1999,13.7
2000,12.8
2001,12.8
2002,13.2
2003,13.5
2004,12.6
2005,11.8
2006,12.6
2007,13.4
2008,13.3
2009,14.4
2010,13.9
2011,14.0
2012,13.3
2013,12.9
2014,13.4
2015,13.5
2016,14.0
