year,wheat-rainfed,wheat-irrigated,rye-rainfed,oat-rainfed,oat-irrigated,maize-for-grain-irrigated,sunflower-rainfed,sunflower-irrigated,field-pea-rainfed,lupine-rainfed,lupin-irrigated,vetch-rainfed,ervil-rainfed,ervil-irrigated
,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha,Kg-ha
2000,3800,5500,1900,3000,3300,8000,800,2300,1200,900,1600,1000
2001,1000,4100,875,1500,2750,9000,700,2180,500,650,1350,500
2002,2400,5600,1500,2500,3825,9525,520,2170,800,800,1500,700,800
2003,2300,5600,1600,2700,3800,9500,450,2000,800,700,1600,600,800
2004,2680,5600,1600,2630,3600,9600,700,2300,800,600,1600,700,700
2005,2300,5600,1600,2370,3750,9500,450,2100,600,500,1500,200,550,1500
2006,2100,5500,1400,2400,3500,9600,800,2200,700,700,1700,700,700
2007,3400,5900,1940,3300,4100,8200,800,2200,660,650,1700,650
2008,3800,5600,1900,3700,4300,8600,900,2210,1100,900,1820,1000,1000
2009,1700,5500,1100,1050,3750,9500,620,2590,700,650,1750,700
2010,2900,5700,1500,2400,3700,10200,800,2700,900,600,1500,700
2011,2850,5650,1800,2400,3850,10400,1000,2900,900,800,1500,800,1000
2012,2950,5600,1550,2300,3600,9500,600,2500,450,450,1500,450,500,1650
2013,3200,6400,1800,2300,3600,10100,950,2800,1000,900,1600,800,1000
2014,2100,6089,1600,1800,3400,9900,850,2000,550,450,900,600,400
2015,3000,6400,2400,1900,3550,11900,800,2100,600,550,1000,600,400
2016,3860,6809,3046,3442,3614,9700,850,2000,1000,800,,800,1000
2017

