year,annual-estival-days
1987,88
1988,78
1989,110
1990,111
1991,107
1992,90
1993,71
1994,97
1995,116
1996,52
1997,72
1998,84
1999,103
2000,100
2001,101
2002,101
2003,106
2004,117
2005,113
2006,110
2007,97
2008,99
2009,128
2010,112
2011,135
2012,104
2013,103
2014,101
2015,110
2016,113

min,20
max,180
steps,9
decmals
