year,annual-hydric-deficit
1987,967
1988,938
1989,1013
1990,1092
1991,1058
1992,988
1993,964
1994,1064
1995,1024
1996,855
1997,900
1998,901
1999,982
2000,989
2001,998
2002,982
2003,1014
2004,1008
2005,1091
2006,1074
2007,981
2008,964
2009,1012
2010,1068
2011,1091
2012,978
2013,1071
2014,1013
2015,1050
2016,954
