year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,42,123,1
1988,54,120,4
1989,37,126,2
1990,49,127,2
1991,37,123,3
1992,45,120,4
1993,36,133,3
1994,40,122,3
1995,36,121,3
1996,59,119,3
1997,41,118,2
1998,36,128,2
1999,43,135,2
2000,48,133,3
2001,43,123,4
2002,54,119,2
2003,40,119,1
2004,29,115,2
2005,28,127,2
2006,22,127,3
2007,47,117,2
2008,46,118,2
2009,51,123,2
2010,37,122,4
2011,49,120,3
2012,38,129,4
2013,47,112,2
2014,58,126,3
2015,31,123,2
2016,55,123,2
2016
2017,38,120,3
2018,35,109,2
2019,26,111,3
2020,47,113,3
2021,48,127,4
2022,36,102,5
2023,30,119,3
2024,32,128,3
2025,33,116,3
2026,42,112,4
2027,35,121,3
2028,33,110,4
2029,39,108,3
2030,29,114,2
2031,41,116,2
2032,36,113,3
2033,32,120,3
2034,36,111,1
2035,32,115,3
2036,37,110,2
2037,34,113,2
2038,38,107,4
2039,39,118,1
2040,33,114,3
2041,37,124,2
2042,42,117,3
2043,33,111,3
2044,35,107,3
2045,34,114,2
2046,37,109,4
