year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1770,12,-641,4
1988,1919,10,-633,1
1989,1762,12,-597,2
1990,1814,12,-578,6
1991,1839,11,-698,0
1992,1893,11,-684,1
1993,1838,11,-688,4
1994,1858,10,-689,1
1995,1871,12,-579,6
1996,1864,11,-708,5
1997,1888,12,-682,0
1998,1820,11,-647,1
1999,1723,11,-624,3
2000,1955,9,-720,1
2001,1845,12,-598,2
2002,1738,11,-626,0
2003,1856,8,-617,2
2004,1685,10,-635,2
2005,1916,13,-728,2
2006,1841,9,-641,2
2007,1671,11,-605,9
2008,1759,11,-594,0
2009,1775,11,-686,2
2010,1894,12,-654,0
2011,1669,11,-661,0
2012,1708,11,-628,1
2013,1950,11,-684,1
2014,1985,10,-756,7
2015,1953,10,-640,2
2016,1930,11,-769,3
2016
2017,2153,13,-724,1
2018,1976,12,-615,2
2019,2230,12,-650,4
2020,2089,14,-665,0
2021,2040,11,-760,0
2022,2210,13,-700,1
2023,2416,14,-709,1
2024,2243,14,-756,1
2025,2201,11,-639,1
2026,2224,14,-762,3
2027,2029,13,-846,1
2028,2241,12,-726,0
2029,2207,12,-839,0
2030,2415,15,-768,0
2031,2085,14,-684,2
2032,2389,11,-741,0
2033,2183,16,-681,3
2034,2176,11,-744,0
2035,2304,13,-684,0
2036,2311,12,-779,0
2037,2277,14,-619,0
2038,2674,15,-889,1
2039,2137,14,-547,1
2040,2490,14,-818,2
2041,1985,14,-554,1
2042,2196,14,-604,0
2043,2122,13,-608,0
2044,1905,12,-507,0
2045,2053,13,-598,0
2046,2182,12,-688,0
