year,A1,A2,A3
,label A1,label A2,label A3
1987,22,2314,203
1988,24,2336,265
1989,21,2406,226
1990,4,2516,164
1991,18,2384,225
1992,38,2357,279
1993,21,2375,266
1994,28,2480,276
1995,40,2282,308
1996,40,2504,316
1997,20,2071,234
1998,26,2385,239
1999,8,2402,163
2000,21,2518,259
2001,44,2409,278
2002,19,2498,179
2003,36,2343,280
2004,12,2286,143
2005,32,2232,274
2006,12,2432,198
2007,45,2454,316
2008,10,2273,143
2009,19,2316,223
2010,17,2335,189
2011,14,2480,177
2012,30,2529,234
2013,19,2178,206
2014,38,2390,313
2015,37,2368,303
2016,30,2511,307
2016
2017,61,2314,439
2018,43,2166,356
2019,49,1921,428
2020,58,2082,455
2021,34,2372,344
2022,60,2030,423
2023,66,2023,534
2024,59,2373,500
2025,48,1973,375
2026,54,2080,446
2027,36,2057,377
2028,53,2060,414
2029,57,2138,443
2030,62,2195,552
2031,62,2260,445
2032,66,2070,511
2033,67,2210,492
2034,37,2076,324
2035,66,2032,518
2036,75,2218,557
2037,71,2191,532
2038,107,1938,753
2039,53,2174,418
2040,92,2014,612
2041,59,2470,413
2042,70,2114,493
2043,49,1957,388
2044,48,2029,331
2045,53,2304,468
2046,59,2184,441

min,,1500
max,,3000
steps,,11
decimals
