year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,567,758,-513,-651,113,14.7,5362,69,22.0,10
1988,556,788,-556,-673,57,15.2,5542,81,21.8,2
1989,489,743,-571,-611,91,14.6,5332,69,21.8,1
1990,568,820,-566,-722,70,14.9,5455,73,20.9,3
1991,534,876,-733,-751,20,14.6,5321,69,21.1,2
1992,476,766,-619,-676,88,14.7,5378,61,20.9,3
1993,480,824,-735,-723,33,14.5,5283,60,20.8,5
1994,629,871,-659,-692,78,14.7,5383,65,20.9,1
1995,508,771,-574,-698,125,14.6,5324,75,21.4,5
1996,402,823,-810,-703,-55,14.4,5269,70,21.7,5
1997,623,809,-573,-636,28,14.3,5219,68,20.8,2
1998,711,725,-345,-534,170,14.4,5274,64,21.6,4
1999,462,845,-767,-757,-22,14.5,5290,69,21.7,15
2000,467,860,-819,-737,2,14.7,5371,75,21.7,9
2001,688,724,-356,-534,123,14.3,5234,63,21.0,2
2002,602,804,-522,-590,20,15.0,5499,88,22.7,1
2003,577,784,-525,-680,113,13.9,5078,66,21.3,15
2004,669,723,-387,-555,130,14.3,5224,45,20.3,5
2005,471,763,-632,-592,-57,14.3,5211,86,22.6,12
2006,523,786,-578,-719,123,14.6,5328,75,22.3,11
2007,606,778,-490,-631,110,14.8,5419,87,22.0,3
2008,552,802,-591,-727,208,14.7,5373,70,21.5,9
2009,372,767,-734,-738,60,14.3,5223,58,21.0,7
2010,633,748,-454,-538,57,14.5,5309,65,22.0,2
2011,448,730,-604,-641,77,13.9,5090,45,20.1,3
2012,562,771,-543,-671,99,14.7,5376,68,21.5,4
2013,461,766,-633,-700,12,14.4,5270,63,20.7,2
2014,727,787,-379,-670,197,14.4,5275,71,21.0,7
2015,587,751,-482,-639,110,14.3,5227,66,21.3,2
2016,486,751,-585,-617,22,14.6,5326,69,22.3,6
2016
2017,755,740,-285,-432,92,14.8,5392,67,20.6,10
2018,559,803,-580,-650,134,15.7,5733,106,23.4,2
2019,741,806,-405,-665,217,15.5,5664,105,23.2,2
2020,356,811,-791,-722,-22,15.7,5752,78,22.5,1
2021,422,911,-914,-807,-35,15.5,5661,97,22.0,2
2022,388,811,-750,-774,40,15.5,5651,104,23.3,0
2023,456,905,-851,-781,25,15.8,5781,102,22.1,3
2024,716,839,-520,-662,144,15.2,5580,81,22.1,0
2025,515,775,-601,-601,11,15.6,5705,79,22.1,0
2026,589,855,-651,-588,-59,15.8,5774,103,23.0,2
2027,528,901,-797,-830,46,15.9,5804,106,23.8,0
2028,393,818,-769,-704,11,15.5,5669,92,23.5,5
2029,737,841,-525,-562,20,15.1,5529,74,22.1,1
2030,541,881,-747,-741,34,15.6,5682,83,22.2,2
2031,522,801,-603,-739,68,15.8,5784,93,22.3,2
2032,606,890,-600,-775,137,15.9,5824,113,22.6,4
2033,533,800,-596,-642,37,15.0,5473,95,22.8,4
2034,657,788,-464,-612,77,15.3,5568,96,23.0,4
2035,635,831,-519,-626,64,15.7,5721,93,22.7,1
2036,479,839,-696,-728,82,16.1,5884,121,23.3,1
2037,623,800,-495,-703,165,15.3,5575,90,22.7,3
2038,556,833,-618,-657,117,16.1,5868,96,24.5,0
2039,346,831,-813,-761,38,15.6,5711,100,23.8,1
2040,695,755,-409,-536,67,15.5,5670,72,21.6,4
2041,784,759,-303,-533,203,15.2,5565,69,22.0,0
2042,522,782,-601,-608,62,15.3,5580,87,22.2,0
2043,462,774,-644,-610,33,15.1,5513,80,22.0,2
2044,637,770,-464,-632,94,15.5,5686,75,21.8,1
2045,434,823,-725,-741,24,15.5,5646,80,22.6,1
2046,554,784,-554,-682,52,15.1,5497,82,22.0,7

min,300,600,,,,12,4500,40,19
max,900,1100,,,,18,6500,130,25
steps,11,11,,,,7,11,10,7
decimal



