year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,8.8,15.6,23.4,14.7
1988,10.4,16.7,22.4,14.3
1989,10.9,16.7,22.8,14.0
1990,11.4,17.1,22.7,13.7
1991,10.3,14.9,23.2,12.8
1992,10.1,16.5,22.8,14.3
1993,9.4,16.8,22.3,14.1
1994,10.3,16.1,23.7,15.0
1995,9.8,15.6,22.0,14.0
1996,9.9,16.4,21.3,13.5
1997,11.1,16.8,22.5,14.5
1998,10.3,16.5,22.0,12.6
1999,9.5,17.1,23.4,13.7
2000,10.2,17.6,22.3,14.9
2001,11.5,17.0,22.3,14.0
2002,10.4,17.4,21.9,14.4
2003,9.2,18.4,24.4,13.9
2004,10.4,17.0,23.9,15.3
2005,9.3,18.1,23.4,14.2
2006,10.2,18.2,24.1,16.3
2007,12.3,19.0,23.2,14.0
2008,11.0,18.1,23.8,14.6
2009,10.5,19.1,24.6,15.1
2010,9.8,16.8,22.6,13.1
2011,9.6,17.5,22.9,14.8
2012,9.4,17.6,23.2,14.4
2013,9.5,16.5,22.9,14.4
2014,10.8,17.3,22.3,15.6
2015,10.0,17.7,24.0,14.3
2016,11.2,17.2,22.9,14.6
