year,annual-hydric-deficit
1987,-847
1988,-1007
1989,-709
1990,-696
1991,-884
1992,-940
1993,-911
1994,-638
1995,-565
1996,-186
1997,-627
1998,-485
1999,-627
2000,-598
2001,-977
2002,-562
2003,-790
2004,-349
2005,-579
2006,-777
2007,-844
2008,-416
2009,-686
2010,-290
2011,-724
2012,-621
2013,-406
2014,-614
2015,-699
2016,-627
