year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-77,-321,-380,-69
1988,-137,-260,-452,-158
1989,-117,-349,-229,-14
1990,-108,-284,-386,82
1991,-85,-272,-467,-60
1992,-110,-321,-466,-44
1993,-114,-326,-447,-24
1994,-77,-205,-421,66
1995,-145,-223,-260,63
1996,217,-199,-326,122
1997,-121,-286,-372,152
1998,-35,-219,-347,117
1999,-12,-321,-301,7
2000,-63,-197,-411,73
2001,-73,-364,-481,-60
2002,-138,-210,-300,86
2003,87,-387,-522,33
2004,6,-144,-428,217
2005,-22,-285,-374,101
2006,0,-340,-371,-65
2007,-53,-301,-479,-11
2008,-16,-176,-469,246
2009,-11,-298,-395,17
2010,184,-198,-450,173
2011,-5,-295,-386,-38
2012,-110,-260,-297,46
2013,152,-180,-385,6
2014,112,-306,-380,-39
2015,112,-369,-498,56
2016,104,-333,-437,39
