year,annual-estival-days
1987,101
1988,87
1989,83
1990,93
1991,97
1992,73
1993,83
1994,87
1995,61
1996,64
1997,90
1998,71
1999,97
2000,83
2001,96
2002,89
2003,126
2004,105
2005,105
2006,112
2007,115
2008,91
2009,132
2010,96
2011,108
2012,108
2013,99
2014,114
2015,121
2016,107
