year,annual-precipitations
1987,287
1988,167
1989,481
1990,440
1991,278
1992,254
1993,222
1994,502
1995,534
1996,881
1997,524
1998,654
1999,581
2000,629
2001,303
2002,620
2003,515
2004,874
2005,637
2006,462
2007,439
2008,818
2009,579
2010,861
2011,500
2012,614
2013,752
2014,551
2015,539
2016,571
