year,annual-frozen-days
1987,0
1988,3
1989,0
1990,0
1991,0
1992,0
1993,3
1994,0
1995,3
1996,2
1997,0
1998,1
1999,6
2000,0
2001,3
2002,4
2003,5
2004,0
2005,1
2006,0
2007,0
2008,0
2009,0
2010,4
2011,1
2012,7
2013,2
2014,1
2015,1
2016,2
