year,annual-frozen-days
1987,60
1988,41
1989,60
1990,52
1991,62
1992,37
1993,49
1994,27
1995,41
1996,42
1997,40
1998,48
1999,36
2000,27
2001,37
2002,24
2003,49
2004,44
2005,67
2006,60
2007,34
2008,38
2009,41
2010,62
2011,34
2012,35
2013,49
2014,11
2015,28
2016,37
