year,annual-precipitations
1987,887
1988,922
1989,623
1990,854
1991,693
1992,1079
1993,1250
1994,910
1995,1106
1996,912
1997,770
1998,817
1999,982
2000,765
2001,824
2002,946
2003,641
2004,729
2005,638
2006,724
2007,805
2008,973
2009,714
2010,805
2011,743
2012,923
2013,972
2014,1030
2015,706
2016,790
