year,F1,F3,M4
,label F1,label F3,label M4
1987,59,129,1
1988,49,117,2
1989,33,123,3
1990,33,122,4
1991,52,120,2
1992,56,133,1
1993,71,134,3
1994,69,128,2
1995,60,130,1
1996,61,132,1
1997,59,128,1
1998,67,125,2
1999,46,131,3
2000,40,130,2
2001,62,120,1
2002,47,135,1
2003,68,125,2
2004,31,106,1
2005,70,130,2
2006,57,123,2
2007,48,128,2
2008,61,122,2
2009,51,130,3
2010,42,122,3
2011,71,127,1
2012,46,120,0
2013,55,119,1
2014,48,126,3
2015,39,132,1
2016,62,116,1
2016
2017,40,125,4
2018,60,129,5
2019,48,131,2
2020,25,122,4
2021,48,121,3
2022,18,126,2
2023,44,124,2
2024,42,113,4
2025,40,131,5
2026,57,110,2
2027,44,112,2
2028,27,113,2
2029,52,118,4
2030,29,127,5
2031,44,111,3
2032,49,115,2
2033,37,117,4
2034,35,113,2
2035,37,113,7
2036,34,111,6
2037,38,128,3
2038,66,122,5
2039,48,128,2
2040,33,119,2
2041,45,124,4
2042,52,113,2
2043,37,117,2
2044,58,133,5
2045,28,107,5
2046,55,113,6

min,,70
max,,140
steps,,11
decimal
