year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,139,272,156,320
1988,202,279,217,224
1989,107,233,117,167
1990,114,253,160,327
1991,170,123,216,184
1992,134,333,291,321
1993,42,263,551,394
1994,118,267,317,208
1995,262,269,330,245
1996,145,206,213,349
1997,117,283,134,236
1998,108,315,226,168
1999,220,228,254,279
2000,77,181,180,328
2001,240,251,162,171
2002,94,210,243,399
2003,69,121,123,328
2004,175,102,189,263
2005,92,277,95,174
2006,183,136,199,207
2007,135,283,286,100
2008,115,255,384,219
2009,173,150,151,240
2010,171,225,209,200
2011,136,130,260,218
2012,79,314,298,232
2013,168,310,210,283
2014,250,166,245,369
2015,187,184,204,131
2016,177,302,114,197
